image,subject_id,fix_x,fix_y,duration
1343.jpg,5,633.125,291.796875,125.0
1344.jpg,5,198.75,358.59375,333.0
1344.jpg,5,276.875,296.484375,150.0
1344.jpg,5,579.375,205.6640625,824.0
1344.jpg,5,237.5,161.71875,708.0
1344.jpg,5,98.75,282.421875,283.0
1344.jpg,5,172.5,301.7578125,208.0
1345.jpg,5,516.875,230.859375,175.0
1345.jpg,5,548.125,221.484375,341.0
1345.jpg,5,260.0,160.546875,316.0
1345.jpg,5,147.5,200.9765625,233.0
1345.jpg,5,139.375,468.1640625,833.0
1345.jpg,5,200.625,396.09375,208.0
1345.jpg,5,228.75,354.4921875,166.0
1345.jpg,5,545.625,225.5859375,550.0
1347.jpg,5,413.125,281.25,242.0
1347.jpg,5,216.25,151.7578125,58.0
1347.jpg,5,224.375,131.25,200.0
1347.jpg,5,509.375,415.4296875,75.0
1347.jpg,5,501.875,389.6484375,341.0
1347.jpg,5,515.625,366.2109375,166.0
1347.jpg,5,236.25,171.6796875,666.0
1347.jpg,5,521.25,391.40625,441.0
1349.jpg,5,308.75,278.3203125,233.0
1349.jpg,5,224.375,267.1875,283.0
1349.jpg,5,152.5,234.9609375,466.0
1349.jpg,5,305.0,271.2890625,225.0
1349.jpg,5,283.125,256.0546875,666.0
